,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,draft_pick_int,draft_round_int,draft_team_id,position_id,lifetime_profit,seasons_played,mean_season_profit,nind
2784,mcraejo01,"March 28, 1991","Savannah, Georgia",0.9,42.7,35.2,78.4,86,12.4,4.9,1.2,1.0,48.0,University of Tennessee,58th overall,2nd round,San Antonio Spurs,2014,6-5,"Liberty County in Hinesville, Georgia",Jordan McRae,Shooting Guard and Point Guard,Right,179lb,5,2,24,13,1156410,3,385470.0,1290
2786,mcrobjo01,"February 28, 1987","Indianapolis, Indiana",2.1,46.3,34.0,70.5,433,13.2,5.4,3.9,18.5,51.3,Duke University,37th overall,2nd round,Portland Trail Blazers,2007,6-10,"Carmel in Carmel, Indiana",Josh McRoberts,Center and Power Forward,Left,240lb,37,2,0,11,35742180,11,3249289.090909091,1291
2789,medvest01,"April 4, 1979","Karapyshi, Ukraine",0.5,45.0,15.4,74.0,263,13.3,5.3,2.8,6.0,45.1,,,,,,6-10,,Stanislav Medvedenko,Power Forward and Center,Right,250lb,0,0,-1,1,10786609,7,1540944.142857143,1292
2790,meeda01,"February 11, 1971","Cleveland, Tennessee",0.5,31.2,22.2,44.4,40,6.5,1.9,0.9,-0.1,34.4,Western Kentucky University,34th overall,2nd round,Golden State Warriors,1993,6-5,"Cleveland in Cleveland, Tennessee",Darnell Mee,Shooting Guard,Right,175lb,34,2,26,4,416955,2,208477.5,1293
2791,meeksjo01,"August 21, 1987","Nashville, Tennessee",1.1,42.0,37.3,87.9,539,12.8,9.3,2.1,24.3,51.7,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,6-4,"Norcross in Norcross, Georgia",Jodie Meeks,Shooting Guard,Right,210lb,41,2,2,4,28578804,9,3175422.6666666665,1294
2793,meentsc01,"January 4, 1964","Kankakee, Illinois",0.4,36.1,100.0,70.4,39,11.2,1.8,1.0,0.1,36.8,University of Illinois at Urbana-Champaign,74th overall,4th round,Chicago Bulls,1986,6-10,"Herscher in Herscher, Illinois",Scott Meents,Power Forward,Right,225lb,7,4,23,0,312717,1,312717.0,1295
2797,mejrisa01,"June 15, 1986","Jendouba, Tunisia",0.5,60.3,29.3,59.0,204,16.3,3.4,4.0,8.1,61.6,,,,,,7-2,,Salah Mejri,Center,Right,235lb,0,0,-1,2,2992819,3,997606.3333333334,1296
2798,mekelga01,"March 4, 1988","Petah Tikva, Israel",2.2,31.1,21.7,66.7,35,4.8,2.3,0.8,-0.7,33.5,Wichita State University,,,,,6-3,,Gal Mekel,Point Guard,Right,191lb,0,0,-1,3,2499376,5,499875.2,1297
2808,mensapo01,"September 7, 1983","London, United Kingdom",0.2,41.0,0.0,58.9,61,12.4,3.0,3.0,0.4,41.0,George Washington University,,,,,6-9,"Saint Augustine College Preparatory School in Richland, New Jersey",Pops Mensah-Bonsu,Power Forward,Right,240lb,0,0,-1,0,1154319,4,288579.75,1298
2810,mercero01,"May 18, 1976","Nashville, Tennessee",2.1,42.9,25.0,80.8,432,12.5,13.6,3.1,9.4,43.4,University of Kentucky,6th overall,1st round,Boston Celtics,1997,6-7,"Oak Hill Academy in Mouth of Wilson, Virginia",Ron Mercer,Small Forward and Shooting Guard,Right,210lb,6,1,19,16,36723609,9,4080401.0,1299
2811,meriwjo01,"October 26, 1953","Phenix City, Alabama",0.9,51.1,33.3,68.7,670,12.7,8.1,5.6,27.6,51.1,Southern Illinois University,11th overall,1st round,Houston Rockets,1975,6-10,"Central in Phenix City, Alabama",Joe Meriweather,Power Forward and Center,Right,215lb,11,1,41,1,234538,1,234538.0,1300
2816,meyerlo01,"December 30, 1972","Emmetsburg, Iowa",0.6,43.2,34.8,69.6,140,8.5,4.6,3.4,0.5,43.9,Iowa State University,24th overall,1st round,Dallas Mavericks,1995,6-10,"Ruthven-Ayrshire in Ruthven, Iowa",Loren Meyer,Center and Power Forward,Right,257lb,24,1,12,11,2468131,4,617032.75,1301
2820,mickejo01,"July 9, 1994","Dallas, Texas",0.3,44.9,11.8,60.5,64,10.9,2.4,2.0,0.5,45.7,Louisiana State University,33rd overall,2nd round,Boston Celtics,2015,6-8,"Prime Prep Academy in Dallas, Texas",Jordan Mickey,Power Forward,Right,235lb,33,2,19,0,4060149,3,1353383.0,1302
2821,middlkh01,"August 12, 1991","Charleston, South Carolina",3.2,45.1,38.8,87.0,455,15.7,15.7,4.4,31.0,51.7,Texas A&M University,39th overall,2nd round,Detroit Pistons,2012,6-8,"Porter-Gaud in North Charleston, South Carolina",Khris Middleton,Shooting Guard and Small Forward,Right,222lb,39,2,10,12,48447967,6,8074661.166666667,1303
2823,mihmch01,"July 16, 1979","Milwaukee, Wisconsin",0.5,45.9,23.1,70.4,436,13.4,7.5,5.3,13.3,45.9,University of Texas at Austin,7th overall,1st round,Chicago Bulls,2000,7-0,"Westlake in Austin, Texas",Chris Mihm,Power Forward and Center,Right,265lb,7,1,23,1,26468089,9,2940898.777777778,1304
2830,milescj01,"March 18, 1987","Dallas, Texas",1.1,41.2,35.9,81.0,838,13.1,9.6,2.4,30.0,50.1,,34th overall,2nd round,Utah Jazz,2005,6-6,"Skyline in Dallas, Texas",C.J. Miles,Shooting Guard and Small Forward and Point Guard,Left,220lb,34,2,28,15,43991787,13,3383983.6153846155,1305
2831,milesda01,"October 9, 1981","Belleville, Illinois",1.9,47.2,16.8,59.0,446,13.9,10.1,4.9,9.5,47.4,,3rd overall,1st round,Los Angeles Clippers,2000,6-9,"East St. Louis in East St. Louis, Illinois",Darius Miles,Small Forward,Right,210lb,3,1,21,9,64628227,11,5875293.363636363,1306
2833,milicma01,"May 7, 1977","Kranj, Slovenia",0.3,56.0,42.9,64.7,44,14.9,2.5,0.7,0.2,57.7,,33rd overall,2nd round,Philadelphia 76ers,1997,6-6,"Kranj in Kranj, Slovenia",Marko Milic,Shooting Guard and Small Forward,Right,235lb,33,2,31,12,617094,2,308547.0,1307
2834,milicda01,"June 20, 1985","Novi Sad, Serbia",0.9,46.0,0.0,57.4,468,12.3,6.0,4.2,7.1,46.0,,2nd overall,1st round,Detroit Pistons,2003,7-0,"Hemiska in Novi Sad, Serbia",Darko Milicic,Power Forward and Center,Left,250lb,2,1,10,1,54541704,11,4958336.7272727275,1308
2836,millean02,"March 19, 1976","Los Angeles, California",6.5,46.1,21.7,80.7,1304,17.4,12.5,3.7,100.8,46.8,University of Utah,8th overall,1st round,Cleveland Cavaliers,1999,6-3,"Verbum Dei in Los Angeles, California",Andre Miller,Point Guard and Shooting Guard,Right,200lb,8,1,35,14,102273934,18,5681885.222222222,1309
2837,millean01,"October 22, 1971","Benton Harbor, Michigan",0.4,51.0,25.0,57.6,181,13.6,2.8,2.7,3.8,51.3,Michigan State University,39th overall,2nd round,Golden State Warriors,1994,6-9,"Benton Harbor in Benton Harbor, Michigan",Anthony Miller,Power Forward,Right,225lb,39,2,26,0,1617129,7,231018.42857142858,1310
2840,millebr01,"April 12, 1976","Fort Wayne, Indiana",2.8,48.0,33.0,80.4,868,17.5,11.2,7.1,76.5,49.4,Purdue University,,,,,6-11,"Maine Central Institute in Pittsfield, Maine",Brad Miller,Power Forward and Center,Right,244lb,0,0,-1,1,95115593,15,6341039.533333333,1311
2841,milleda01,"March 21, 1990","Maysville, Kentucky",1.4,41.8,38.2,83.0,253,8.4,6.0,1.7,5.9,54.8,University of Kentucky,46th overall,2nd round,New Orleans Hornets,2012,6-8,"Mason County in Maysville, Kentucky",Darius Miller,Small Forward,Right,225lb,46,2,22,9,3921970,4,980492.5,1312
2848,millemi01,"February 19, 1980","Mitchell, South Dakota",2.6,45.9,40.7,76.9,1032,14.3,10.6,4.2,60.7,55.0,University of Florida,5th overall,1st round,Orlando Magic,2000,6-8,"Mitchell in Mitchell, South Dakota",Mike Miller,Shooting Guard and Small Forward,Right,218lb,5,1,25,12,97126795,19,5111936.578947368,1313
2849,milleol01,"April 6, 1970","Fort Worth, Texas",2.2,53.4,11.6,63.9,493,15.2,7.4,5.9,21.1,53.5,University of Arkansas,22nd overall,1st round,Phoenix Suns,1992,6-9,"Southwest in Fort Worth, Texas",Oliver Miller,Center and Power Forward,Right,280lb,22,1,14,11,7448233,8,931029.125,1314
2850,millequ01,"November 18, 1992","Chicago, Illinois",0.5,35.0,29.2,70.6,69,8.4,4.3,2.4,-0.1,40.4,Baylor University,38th overall,2nd round,Denver Nuggets,2012,6-9,"Westchester Country Day in High Point, North Carolina",Quincy Miller,Power Forward,Right,210lb,38,2,3,0,1748950,6,291491.6666666667,1315
2851,millere01,"August 24, 1965","Riverside, California",3.0,47.1,39.5,88.8,1389,18.4,18.2,3.0,174.4,54.4,"University of California, Los Angeles",11th overall,1st round,Indiana Pacers,1987,6-7,"Riverside Polytech in Riverside, California",Reggie Miller,Shooting Guard,Right,185lb,11,1,37,4,108953595,18,6052977.5,1316
2853,millsch01,"January 25, 1970","Los Angeles, California",1.9,43.2,35.1,81.7,568,13.3,11.2,4.9,37.7,47.1,"University of Kentucky, University of Arizona",22nd overall,1st round,Cleveland Cavaliers,1993,6-6,"Fairfax in Los Angeles, California",Chris Mills,Small Forward and Power Forward,Right,215lb,22,1,35,6,38954157,11,3541287.0,1317
2855,millspa02,"August 11, 1988","Canberra, Australia",2.4,43.1,39.1,84.9,605,14.4,8.4,1.7,27.5,53.6,Saint Mary's College of California,55th overall,2nd round,Portland Trail Blazers,2009,6-0,"Marist College Canberra in Canberra, Australia",Patty Mills,Point Guard,Right,180lb,5,2,0,3,26401827,8,3300228.375,1318
2856,millste01,"December 21, 1967","Romulus, Michigan",1.3,45.7,38.4,78.1,678,14.7,10.6,5.4,33.3,50.0,University of Michigan,16th overall,1st round,Milwaukee Bucks,1990,6-10,"Romulus in Romulus, Michigan",Terry Mills,Power Forward,Right,230lb,16,1,2,0,16664704,12,1388725.3333333333,1319
2857,millsel01,"August 12, 1987","Grambling, Louisiana",1.1,32.7,27.9,67.9,69,7.4,4.2,2.8,0.4,37.9,"University of Louisiana at Lafayette, University of Alabama at Birmingham",,,,,6-6,"Grambling in Grambling, Louisiana",Elijah Millsap,Shooting Guard,Right,225lb,0,0,-1,4,654284,3,218094.66666666666,1320
2858,millspa01,"February 10, 1985","Monroe, Louisiana",2.3,49.1,33.4,73.4,945,19.0,14.1,7.4,88.2,51.2,Louisiana Tech University,47th overall,2nd round,Utah Jazz,2006,6-8,"Grambling in Grambling, Louisiana",Paul Millsap,Power Forward,Right,246lb,47,2,28,0,128684557,12,10723713.083333334,1321
2860,minerha01,"May 5, 1971","Inglewood, California",1.2,46.0,31.1,78.5,200,12.6,9.0,2.2,4.2,46.8,University of Southern California,12th overall,1st round,Miami Heat,1992,6-5,"Inglewood in Inglewood, California",Harold Miner,Point Guard and Shooting Guard,Left,210lb,12,1,18,14,5514248,4,1378562.0,1322
2861,mingya01,"September 12, 1980","Shanghai, China",1.6,52.4,20.0,83.3,486,23.0,19.0,9.2,65.9,52.5,,1st overall,1st round,Houston Rockets,2002,7-6,,Yao Ming,Center,Right,310lb,1,1,41,2,97349269,9,10816585.444444444,1323
2862,minnidi01,"January 17, 1961","Lexington, Kentucky",3.8,47.0,27.2,73.9,222,11.4,5.3,1.7,4.1,48.1,University of Kentucky,33rd overall,2nd round,Dallas Mavericks,1983,6-3,"Lafayette in Lexington, Kentucky",Dirk Minniefield,Point Guard,Right,180lb,33,2,12,3,182418,2,91209.0,1324
2864,minorgr01,"September 18, 1971","Sandersville, Georgia",1.4,47.8,22.6,76.7,277,12.9,6.9,2.7,8.2,48.5,University of Louisville,25th overall,1st round,Los Angeles Clippers,1994,6-6,"Washington County in Sandersville, Georgia",Greg Minor,Shooting Guard and Small Forward,Right,210lb,25,1,21,12,13733502,7,1961928.857142857,1325
2866,mirotni01,"February 11, 1991","Podgorica, Montenegro",1.3,42.3,35.9,80.8,319,16.7,12.3,5.9,20.8,52.2,,23rd overall,1st round,Houston Rockets,2011,6-10,,Nikola Mirotic,Power Forward,Right,250lb,23,1,41,0,30366081,4,7591520.25,1326
2869,mitchdo01,"September 7, 1996","Elmsford, New York",3.9,43.4,35.1,80.5,156,16.9,22.1,3.9,10.2,49.9,University of Louisville,13th overall,1st round,Denver Nuggets,2017,6-3,"Brewster Academy in Wolfeboro, New Hampshire",Donovan Mitchell,Shooting Guard,Right,215lb,13,1,3,4,2732399,1,2732399.0,1327
2871,mitchmi01,"January 1, 1956","Atlanta, Georgia",1.3,49.3,21.6,77.9,759,16.7,19.8,5.6,50.2,49.4,Auburn University,15th overall,1st round,Cleveland Cavaliers,1978,6-7,"Price in Atlanta, Georgia",Mike Mitchell,Small Forward,Right,215lb,15,1,35,9,2334955,3,778318.3333333334,1328
2873,mitchsa01,"September 2, 1963","Columbus, Georgia",1.1,44.7,22.3,78.4,994,12.6,8.7,3.7,41.7,45.1,Mercer University,54th overall,3rd round,Houston Rockets,1985,6-6,"Columbus in Columbus, Georgia",Sam Mitchell,Power Forward and Small Forward,Right,210lb,5,3,41,10,12758864,11,1159896.7272727273,1329
2876,mitchto02,"April 7, 1992","Milwaukee, Wisconsin",0.1,41.7,100.0,57.9,21,18.1,1.0,1.2,0.2,45.8,University of North Texas,37th overall,2nd round,Detroit Pistons,2013,6-8,"L.G. Pinkston in Dallas, Texas",Tony Mitchell,Power Forward,Right,235lb,37,2,10,0,851093,1,851093.0,1330
2880,moblecu01,"September 1, 1975","Philadelphia, Pennsylvania",2.7,43.3,37.8,83.5,747,14.4,16.0,3.9,52.2,48.7,University of Rhode Island,41st overall,2nd round,Houston Rockets,1998,6-4,"Maine Central Institute in Pittsfield, Maine",Cuttino Mobley,Shooting Guard and Point Guard,Left,190lb,41,2,41,13,70323098,12,5860258.166666667,1331
2881,mobleer01,"February 1, 1970","Bronx, New York",0.5,54.1,75.0,47.5,113,10.6,3.9,3.1,1.1,54.5,University of Pittsburgh,18th overall,1st round,Milwaukee Bucks,1994,6-11,"Salesian in New Rochelle, New York",Eric Mobley,Center,Right,235lb,18,1,2,2,4292565,4,1073141.25,1332
2885,mohamna01,"September 5, 1977","Chicago, Illinois",0.4,48.6,0.0,64.0,1005,15.0,5.8,4.7,34.3,48.6,University of Kentucky,29th overall,1st round,Utah Jazz,1998,6-10,"Kenwood in Chicago, Illinois",Nazr Mohammed,Center,Right,221lb,29,1,28,2,68292223,18,3794012.388888889,1333
2886,moisoje01,"June 15, 1978","Paris, France",0.3,48.9,0.0,59.3,145,12.1,2.7,2.7,2.1,48.9,"University of California, Los Angeles",11th overall,1st round,Boston Celtics,2000,6-10,"Milford Academy in Milford, Connecticut",Jerome Moiso,Center and Power Forward,Left,235lb,11,1,19,11,8417099,5,1683419.8,1334
2887,mokespa01,"January 3, 1957","Spokane, Washington",0.7,45.1,21.6,69.4,694,8.9,4.0,3.4,13.5,45.3,University of Kansas,42nd overall,2nd round,Houston Rockets,1979,7-0,"Crespi Carmelite in Encino, California",Paul Mokeski,Center,Right,250lb,42,2,41,2,1605280,5,321056.0,1335
2890,moncrsi01,"September 21, 1957","Little Rock, Arkansas",3.6,50.2,28.4,83.1,767,18.7,15.6,4.7,90.3,50.9,University of Arkansas,5th overall,1st round,Milwaukee Bucks,1979,6-3,"Hall in Little Rock, Arkansas",Sidney Moncrief,Point Guard and Shooting Guard,Right,180lb,5,1,2,14,4338429,5,867685.8,1336
2892,moniase01,"April 15, 1983","Saratov, Russia",0.7,33.3,26.5,71.4,26,6.3,3.0,2.0,-0.2,38.5,,23rd overall,1st round,Portland Trail Blazers,2004,6-8,,Sergei Monia,Small Forward,Right,220lb,23,1,0,9,1163725,2,581862.5,1337
2893,monkma01,"February 4, 1998","Jonesboro, Arkansas",1.5,37.6,33.5,87.1,136,11.2,7.9,1.5,0.3,47.1,University of Kentucky,11th overall,1st round,Charlotte Hornets,2017,6-3,"Bentonville in Bentonville, Arkansas",Malik Monk,Shooting Guard,Right,200lb,11,1,55,4,3027604,1,3027604.0,1338
2895,monrogr01,"June 4, 1990","New Orleans, Louisiana",2.1,51.4,5.9,70.4,632,20.1,13.2,8.3,49.7,51.4,Georgetown University,7th overall,1st round,Detroit Pistons,2010,6-11,"Helen Cox in Harvey, Louisiana",Greg Monroe,Power Forward and Center,Left,265lb,7,1,10,1,76588866,9,8509874.0,1339
2896,monroro01,"April 16, 1968","Baltimore, Maryland",0.7,36.8,22.2,82.6,38,8.8,3.4,0.9,-0.2,38.9,North Carolina State University,30th overall,2nd round,Atlanta Hawks,1991,6-3,"Saint Maria Goretti in Hagerstown, Maryland",Rodney Monroe,Shooting Guard,Right,185lb,30,2,34,4,226198,1,226198.0,1340
2899,montrer01,"September 23, 1971","Indianapolis, Indiana",0.4,49.0,0.0,47.8,465,9.1,4.5,4.6,8.5,49.0,University of North Carolina,9th overall,1st round,Boston Celtics,1994,7-0,"Lawrence North in Indianapolis, Indiana",Eric Montross,Center,Right,270lb,9,1,19,2,19596951,10,1959695.1,1341
2900,moonja01,"June 13, 1980","Goodwater, Alabama",1.0,46.1,32.9,80.3,286,13.1,6.3,4.3,14.3,51.8,Meridian Community College,,,,,6-8,"Coosa Central in Rockford, Alabama",Jamario Moon,Small Forward,Right,205lb,0,0,-1,9,7180698,4,1795174.5,1342
2904,mooreet01,"February 25, 1989","East Chicago, Indiana",1.8,45.8,39.2,74.4,515,11.4,8.0,2.0,13.5,52.4,Purdue University,55th overall,2nd round,Boston Celtics,2011,6-4,"East Chicago in East Chicago, Indiana",E'Twaun Moore,Point Guard and Shooting Guard,Right,191lb,5,2,19,14,21483747,7,3069106.714285714,1343
2907,moorejo01,"March 3, 1958","Altoona, Pennsylvania",7.4,46.0,25.1,71.2,520,16.7,9.4,3.0,30.1,47.1,University of Texas at Austin,43rd overall,2nd round,Seattle SuperSonics,1979,6-1,"Altoona Area in Altoona, Pennsylvania",Johnny Moore,Point Guard,Right,175lb,43,2,32,3,573314,2,286657.0,1344
2910,mooremi01,"November 4, 1975","Orangeburg, South Carolina",0.7,55.1,15.4,74.3,564,12.5,5.8,3.9,22.5,55.1,University of Nebraska,,,,,6-11,"Blacksburg in Blacksburg, South Carolina",Mikki Moore,Center and Power Forward,Right,225lb,0,0,-1,11,26373344,13,2028718.7692307692,1345
2914,mooretr01,"December 28, 1965","Oklahoma City, Oklahoma",1.0,40.4,34.4,83.8,119,12.7,7.0,1.5,1.8,45.6,University of Tulsa,,,,,6-4,"John Marshall in Oklahoma City, Oklahoma",Tracy Moore,Shooting Guard and Small Forward,Right,200lb,0,0,-1,12,560283,3,186761.0,1346
2915,moreler01,"December 24, 1991","Houston, Texas",1.0,53.7,100.0,39.4,83,13.3,1.9,3.7,2.3,54.0,Oregon State University,,,,,6-10,"Ocean Academy in Bayville, New Jersey",Eric Moreland,Power Forward,Right,238lb,0,0,-1,0,3222789,3,1074263.0,1347
2921,morrich01,"January 20, 1966","Atlanta, Georgia",1.6,44.1,30.6,73.9,747,15.1,11.0,4.7,37.4,47.5,Auburn University,4th overall,1st round,New Jersey Nets,1988,6-8,"Douglass in Atlanta, Georgia",Chris Morris,Small Forward and Shooting Guard,Right,210lb,4,1,16,16,17074365,10,1707436.5,1348
2922,morrida01,"January 3, 1991","Los Angeles, California",1.4,38.4,32.2,63.0,132,7.7,3.3,1.0,-0.3,43.9,University of Michigan,41st overall,2nd round,Los Angeles Lakers,2011,6-4,"Windward in Los Angeles, California",Darius Morris,Point Guard,Right,190lb,41,2,6,3,3319830,4,829957.5,1349
2924,morrija01,"September 19, 1995","Amherst, New York",1.1,40.5,23.1,50.0,10,7.8,3.8,2.1,-0.1,44.0,Molloy,,,,,6-5,"St. Joseph's Collegiate Institute in Buffalo, New York",Jaylen Morris,Shooting Guard,Right,185lb,0,0,-1,4,201740,1,201740.0,1350
2925,morrima03,"September 2, 1989","Philadelphia, Pennsylvania",1.5,43.1,36.0,74.7,545,13.2,11.5,4.6,26.8,50.1,University of Kansas,14th overall,1st round,Houston Rockets,2011,6-9,"APEX Academy in Pennsauken, New Jersey",Marcus Morris,Small Forward and Power Forward,Right,235lb,14,1,41,6,24328139,7,3475448.4285714286,1351
2926,morrima02,"September 2, 1989","Philadelphia, Pennsylvania",1.7,44.9,33.8,77.8,579,14.1,11.6,5.5,23.7,48.7,University of Kansas,13th overall,1st round,Phoenix Suns,2011,6-10,"APEX Academy in Pennsauken, New Jersey",Markieff Morris,Power Forward,Right,245lb,13,1,14,0,33839435,7,4834205.0,1352
2930,morrite01,"January 11, 1979","Frederick, Maryland",0.7,40.7,19.6,71.1,139,9.9,3.4,2.7,1.0,42.8,University of Maryland,34th overall,2nd round,Atlanta Hawks,2001,6-9,"Thomas Johnson in Frederick, Maryland",Terence Morris,Small Forward,Right,221lb,34,2,34,9,1843202,3,614400.6666666666,1353
2931,morriad01,"July 19, 1984","Glendive, Montana",1.4,37.3,33.1,71.0,161,7.4,7.5,2.1,-1.4,42.3,Gonzaga University,3rd overall,1st round,Charlotte Bobcats,2006,6-8,"Mead in Spokane, Washington",Adam Morrison,Small Forward and Power Forward,Right,205lb,3,1,20,6,17638289,4,4409572.25,1354
2935,morroan01,"September 27, 1985","Charlotte, North Carolina",0.9,44.7,41.7,88.0,564,13.2,9.4,2.2,23.2,53.9,Georgia Institute of Technology,,,,,6-5,"Charlotte Latin in Charlotte, North Carolina",Anthony Morrow,Shooting Guard,Right,210lb,0,0,-1,4,25265432,9,2807270.222222222,1355
2936,mortodw01,"August 8, 1971","Louisville, Kentucky",0.4,38.8,36.0,68.2,41,11.0,4.1,1.4,0.2,42.2,University of Louisville,45th overall,2nd round,Golden State Warriors,1994,6-7,"Central in Louisville, Kentucky",Dwayne Morton,Point Guard,Right,195lb,45,2,26,3,156358,1,156358.0,1356
2937,mortojo01,"May 18, 1967","Bronx, New York",2.7,38.6,22.4,78.7,128,10.5,4.8,1.3,0.5,39.9,Seton Hall University,25th overall,1st round,Cleveland Cavaliers,1989,6-3,"Walton in Bronx, New York",John Morton,Shooting Guard and Small Forward,Right,180lb,25,1,35,12,840932,3,280310.6666666667,1357
2941,motenla01,"March 25, 1972","Washington, District of Columbia",1.5,40.8,29.9,65.2,119,12.6,6.3,1.5,0.0,45.0,Syracuse University,36th overall,2nd round,Vancouver Grizzlies,1995,6-5,"New Hampton School in Hampton, New Hampshire",Lawrence Moten,Shooting Guard,Right,185lb,36,2,5,4,626476,2,313238.0,1358
2942,motiedo01,"September 20, 1990","Kaunas, Lithuania",1.1,46.9,30.0,59.7,251,12.4,7.3,3.8,7.1,50.8,,20th overall,1st round,Minnesota Timberwolves,2011,7-0,,Donatas Motiejunas,Power Forward,Left,222lb,20,1,30,0,7531367,5,1506273.4,1359
2944,mottoha01,"September 9, 1976","Helsinki, Finland",0.5,44.2,6.3,78.3,155,8.1,4.6,2.9,0.9,44.3,University of Utah,40th overall,2nd round,Atlanta Hawks,2000,6-11,"Makelanrinne in Helsinki, Finland",Hanno Mottola,Small Forward and Center,Right,247lb,40,2,34,34,816002,2,408001.0,1360
2947,mournal01,"February 8, 1970","Chesapeake, Virginia",1.1,52.7,24.7,69.2,838,21.2,17.1,8.5,89.7,52.9,Georgetown University,2nd overall,1st round,Charlotte Hornets,1992,6-10,"Indian River in Chesapeake, Virginia",Alonzo Mourning,Power Forward and Center,Right,240lb,2,1,55,1,150006702,18,8333705.666666667,1361
2948,mozgoti01,"July 16, 1986","St. Petersburg, Russia",0.6,53.5,19.0,73.8,454,14.7,6.8,4.9,17.7,53.7,,,,,,7-1,,Timofey Mozgov,Center,Right,275lb,0,0,-1,2,57676987,8,7209623.375,1362
